L,T,S,PY,B,D,X,SP,P,Y,HDate,H,SSC
B,B1,0,2011,1,1,1,na,427,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,428,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,429,2012,2012,2012,7.7
B,B1,0,2011,1,1,1,na,430,2012,2012,2012,7.5
B,B1,0,2011,1,1,1,na,431,2012,2012,2012,7.9
B,B1,0,2011,1,1,1,na,432,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,433,2012,2012,2012,7.6
B,B1,0,2011,1,1,1,na,434,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,435,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,436,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,437,2012,2012,2012,8
B,B1,0,2011,1,1,1,na,438,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,439,2012,2012,2012,15.8
B,B1,0,2011,1,1,1,na,440,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,441,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,442,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,443,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,444,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,445,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,446,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,447,2012,2012,2012,7.8
B,B1,0,2011,1,1,1,na,448,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,449,2012,2012,2012,13.4
B,B1,0,2011,1,1,1,na,450,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,451,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,452,2012,2012,2012,6.9
B,B1,0,2011,1,1,1,na,453,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,454,2012,2012,2012,8.3
B,B1,0,2011,1,1,1,na,455,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,456,2012,2012,2012,12.9
B,B1,0,2011,1,1,1,na,457,2012,2012,2012,12.5
B,B1,0,2011,1,1,1,na,458,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,459,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,460,2012,2012,2012,7
B,B1,0,2011,1,1,1,na,461,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,462,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,463,2012,2012,2012,15.8
B,B1,0,2011,1,1,1,na,464,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,465,2012,2012,2012,6.8
B,B1,0,2011,1,1,1,na,466,2012,2012,2012,8.6
B,B1,0,2011,1,1,1,na,467,2012,2012,2012,7.9
B,B1,0,2011,1,1,1,na,468,2012,2012,2012,8.7
B,B1,0,2011,1,1,1,na,469,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,470,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,471,2012,2012,2012,10.2
B,B1,0,2011,1,1,1,na,472,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,473,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,474,2012,2012,2012,7.7
B,B1,0,2011,1,1,1,na,475,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,476,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,477,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,478,2012,2012,2012,7.1
B,B1,0,2011,1,1,1,na,479,2012,2012,2012,13.7
B,B1,0,2011,1,1,1,na,480,2012,2012,2012,11.6
B,B1,0,2011,1,1,1,na,481,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,482,2012,2012,2012,7.6
B,B1,0,2011,1,1,1,na,483,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,484,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,485,2012,2012,2012,8.3
B,B1,0,2011,1,1,1,na,486,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,487,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,488,2012,2012,2012,12.6
B,B1,0,2011,1,1,1,na,489,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,490,2012,2012,2012,11.8
B,B1,0,2011,1,1,1,na,491,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,492,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,493,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,494,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,495,2012,2012,2012,9.8
B,B1,0,2011,1,1,1,na,496,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,497,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,498,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,499,2012,2012,2012,8
B,B1,0,2011,1,1,1,na,500,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,501,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,502,2012,2012,2012,13.6
B,B1,0,2011,1,1,1,na,503,2012,2012,2012,7.2
B,B1,0,2011,1,1,1,na,504,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,505,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,506,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,507,2012,2012,2012,12.7
B,B1,0,2011,1,1,1,na,508,2012,2012,2012,11.9
B,B1,0,2011,1,1,1,na,509,2012,2012,2012,8.6
B,B1,0,2011,1,1,1,na,510,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,511,2012,2012,2012,15.3
B,B1,0,2011,1,1,1,na,512,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,513,2012,2012,2012,12.1
B,B1,0,2011,1,1,1,na,514,2012,2012,2012,11.3
B,B1,0,2011,1,1,1,na,515,2012,2012,2012,12
B,B1,0,2011,1,1,1,na,516,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,517,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,518,2012,2012,2012,14.4
B,B1,0,2011,1,1,1,na,519,2012,2012,2012,13.1
B,B1,0,2011,1,1,1,na,520,2012,2012,2012,15
B,B1,0,2011,1,1,1,na,521,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,522,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,523,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,524,2012,2012,2012,10.3
B,B1,0,2011,1,1,1,na,525,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,526,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,527,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,528,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,529,2012,2012,2012,12.9
B,B1,0,2011,1,1,1,na,530,2012,2012,2012,10.5
B,B1,0,2011,1,1,1,na,531,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,532,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,533,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,534,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,535,2012,2012,2012,9
B,B1,0,2011,1,1,1,na,536,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,537,2012,2012,2012,14.2
B,B1,0,2011,1,1,1,na,538,2012,2012,2012,11.3
B,B1,0,2011,1,1,1,na,539,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,540,2012,2012,2012,13.9
B,B1,0,2011,1,1,1,na,541,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,542,2012,2012,2012,8.5
B,B1,0,2011,1,1,1,na,543,2012,2012,2012,11.7
B,B1,0,2011,1,1,1,na,544,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,545,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,546,2012,2012,2012,11.6
B,B1,0,2011,1,1,1,na,547,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,548,2012,2012,2012,12.2
B,B1,0,2011,1,1,1,na,549,2012,2012,2012,8.4
B,B1,0,2011,1,1,1,na,550,2012,2012,2012,8
B,B1,0,2011,1,1,1,na,551,2012,2012,2012,12.9
B,B1,0,2011,1,1,1,na,552,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,553,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,554,2012,2012,2012,12.6
B,B1,0,2011,1,1,1,na,555,2012,2012,2012,11.5
B,B1,0,2011,1,1,1,na,556,2012,2012,2012,12.5
B,B1,0,2011,1,1,1,na,557,2012,2012,2012,14.3
B,B1,0,2011,1,1,1,na,558,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,559,2012,2012,2012,13.7
B,B1,0,2011,1,1,1,na,560,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,561,2012,2012,2012,10.8
B,B1,0,2011,1,1,1,na,562,2012,2012,2012,7.9
B,B1,0,2011,1,1,1,na,563,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,564,2012,2012,2012,12.1
B,B1,0,2011,1,1,1,na,565,2012,2012,2012,9.8
B,B1,0,2011,1,1,1,na,566,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,567,2012,2012,2012,7.7
B,B1,0,2011,1,1,1,na,568,2012,2012,2012,8
B,B1,0,2011,1,1,1,na,569,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,570,2012,2012,2012,10.3
B,B1,0,2011,1,1,1,na,571,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,572,2012,2012,2012,11.4
B,B1,0,2011,1,1,1,na,573,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,574,2012,2012,2012,11.8
B,B1,0,2011,1,1,1,na,575,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,576,2012,2012,2012,12.6
B,B1,0,2011,1,1,1,na,577,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,578,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,579,2012,2012,2012,8.1
B,B1,0,2011,1,1,1,na,580,2012,2012,2012,7
B,B1,0,2011,1,1,1,na,581,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,582,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,583,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,584,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,585,2012,2012,2012,12.3
B,B1,0,2011,1,1,1,na,586,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,587,2012,2012,2012,11.6
B,B1,0,2011,1,1,1,na,588,2012,2012,2012,13.9
B,B1,0,2011,1,1,1,na,589,2012,2012,2012,10.8
B,B1,0,2011,1,1,1,na,590,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,591,2012,2012,2012,15.7
B,B1,0,2011,1,1,1,na,592,2012,2012,2012,12.8
B,B1,0,2011,1,1,1,na,593,2012,2012,2012,7.9
B,B1,0,2011,1,1,1,na,594,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,595,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,596,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,597,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,598,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,599,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,600,2012,2012,2012,11.8
B,B1,0,2011,1,1,1,na,601,2012,2012,2012,12.5
B,B1,0,2011,1,1,1,na,602,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,603,2012,2012,2012,8.2
B,B1,0,2011,1,1,1,na,604,2012,2012,2012,8.2
B,B1,0,2011,1,1,1,na,605,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,606,2012,2012,2012,9.8
B,B1,0,2011,1,1,1,na,607,2012,2012,2012,8.5
B,B1,0,2011,1,1,1,na,608,2012,2012,2012,9
B,B1,0,2011,1,1,1,na,609,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,610,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,611,2012,2012,2012,10.5
B,B1,0,2011,1,1,1,na,612,2012,2012,2012,12.9
B,B1,0,2011,1,1,1,na,613,2012,2012,2012,8.4
B,B1,0,2011,1,1,1,na,614,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,615,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,616,2012,2012,2012,12.2
B,B1,0,2011,1,1,1,na,617,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,618,2012,2012,2012,15.9
B,B1,0,2011,1,1,1,na,619,2012,2012,2012,9
B,B1,0,2011,1,1,1,na,620,2012,2012,2012,7.7
B,B1,0,2011,1,1,1,na,621,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,622,2012,2012,2012,15.4
B,B1,0,2011,1,1,1,na,623,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,624,2012,2012,2012,7.3
B,B1,0,2011,1,1,1,na,625,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,626,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,627,2012,2012,2012,12.7
B,B1,0,2011,1,1,1,na,628,2012,2012,2012,10.9
B,B1,0,2011,1,1,1,na,629,2012,2012,2012,8.6
B,B1,0,2011,1,1,1,na,630,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,631,2012,2012,2012,13.2
B,B1,0,2011,1,1,1,na,632,2012,2012,2012,12
B,B1,0,2011,1,1,1,na,633,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,634,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,635,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,636,2012,2012,2012,7.3
B,B1,0,2011,1,1,1,na,637,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,638,2012,2012,2012,13.3
B,B1,0,2011,1,1,1,na,639,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,640,2012,2012,2012,7.4
B,B1,0,2011,1,1,1,na,641,2012,2012,2012,11.5
B,B1,0,2011,1,1,1,na,642,2012,2012,2012,10.3
B,B1,0,2011,1,1,1,na,643,2012,2012,2012,10.8
B,B1,0,2011,1,1,1,na,644,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,645,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,646,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,647,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,648,2012,2012,2012,9.9
B,B1,0,2011,1,1,1,na,649,2012,2012,2012,12.2
B,B1,0,2011,1,1,1,na,650,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,651,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,652,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,653,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,654,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,655,2012,2012,2012,11.7
B,B1,0,2011,1,1,1,na,656,2012,2012,2012,13.1
B,B1,0,2011,1,1,1,na,657,2012,2012,2012,13
B,B1,0,2011,1,1,1,na,658,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,659,2012,2012,2012,10.2
B,B1,0,2011,1,1,1,na,660,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,661,2012,2012,2012,11.9
B,B1,0,2011,1,1,1,na,662,2012,2012,2012,11.6
B,B1,0,2011,1,1,1,na,663,2012,2012,2012,10.7
B,B1,0,2011,1,1,1,na,664,2012,2012,2012,14.6
B,B1,0,2011,1,1,1,na,665,2012,2012,2012,15.3
B,B1,0,2011,1,1,1,na,666,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,667,2012,2012,2012,10.8
B,B1,0,2011,1,1,1,na,668,2012,2012,2012,11.9
B,B1,0,2011,1,1,1,na,669,2012,2012,2012,6.9
B,B1,0,2011,1,1,1,na,670,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,671,2012,2012,2012,9.1
B,B1,0,2011,1,1,1,na,672,2012,2012,2012,10
B,B1,0,2011,1,1,1,na,673,2012,2012,2012,9.7
B,B1,0,2011,1,1,1,na,674,2012,2012,2012,8.2
B,B1,0,2011,1,1,1,na,675,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,676,2012,2012,2012,9.8
B,B1,0,2011,1,1,1,na,677,2012,2012,2012,8.4
B,B1,0,2011,1,1,1,na,678,2012,2012,2012,15.8
B,B1,0,2011,1,1,1,na,679,2012,2012,2012,8.3
B,B1,0,2011,1,1,1,na,680,2012,2012,2012,8.2
B,B1,0,2011,1,1,1,na,681,2012,2012,2012,8.5
B,B1,0,2011,1,1,1,na,682,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,683,2012,2012,2012,7.4
B,B1,0,2011,1,1,1,na,684,2012,2012,2012,11.5
B,B1,0,2011,1,1,1,na,685,2012,2012,2012,6.3
B,B1,0,2011,1,1,1,na,686,2012,2012,2012,13.8
B,B1,0,2011,1,1,1,na,687,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,688,2012,2012,2012,11.7
B,B1,0,2011,1,1,1,na,689,2012,2012,2012,9
B,B1,0,2011,1,1,1,na,690,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,691,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,692,2012,2012,2012,12.7
B,B1,0,2011,1,1,1,na,693,2012,2012,2012,11.2
B,B1,0,2011,1,1,1,na,694,2012,2012,2012,10.2
B,B1,0,2011,1,1,1,na,695,2012,2012,2012,11.5
B,B1,0,2011,1,1,1,na,696,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,697,2012,2012,2012,10.2
B,B1,0,2011,1,1,1,na,698,2012,2012,2012,10.9
B,B1,0,2011,1,1,1,na,699,2012,2012,2012,7.3
B,B1,0,2011,1,1,1,na,700,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,701,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,702,2012,2012,2012,8.9
B,B1,0,2011,1,1,1,na,703,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,704,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,705,2012,2012,2012,13.6
B,B1,0,2011,1,1,1,na,706,2012,2012,2012,12
B,B1,0,2011,1,1,1,na,707,2012,2012,2012,9.6
B,B1,0,2011,1,1,1,na,708,2012,2012,2012,10.3
B,B1,0,2011,1,1,1,na,709,2012,2012,2012,10.2
B,B1,0,2011,1,1,1,na,710,2012,2012,2012,8.8
B,B1,0,2011,1,1,1,na,711,2012,2012,2012,8.3
B,B1,0,2011,1,1,1,na,712,2012,2012,2012,12.1
B,B1,0,2011,1,1,1,na,713,2012,2012,2012,6.3
B,B1,0,2011,1,1,1,na,714,2012,2012,2012,9.8
B,B1,0,2011,1,1,1,na,715,2012,2012,2012,12.1
B,B1,0,2011,1,1,1,na,716,2012,2012,2012,10.3
B,B1,0,2011,1,1,1,na,717,2012,2012,2012,10.4
B,B1,0,2011,1,1,1,na,718,2012,2012,2012,10.1
B,B1,0,2011,1,1,1,na,719,2012,2012,2012,9.5
B,B1,0,2011,1,1,1,na,720,2012,2012,2012,9.3
B,B1,0,2011,1,1,1,na,721,2012,2012,2012,9.4
B,B1,0,2011,1,1,1,na,722,2012,2012,2012,9
B,B1,0,2011,1,1,1,na,723,2012,2012,2012,9.2
B,B1,0,2011,1,1,1,na,724,2012,2012,2012,11.1
B,B1,0,2011,1,1,1,na,725,2012,2012,2012,10.9
B,B1,0,2011,1,1,1,na,726,2012,2012,2012,NA
B,B1,0,2011,1,1,1,na,727,2012,2012,2012,14
B,B1,0,2011,1,1,1,na,728,2012,2012,2012,12.2
B,B1,0,2011,1,1,1,na,729,2012,2012,2012,10.6
B,B1,0,2011,1,1,1,na,730,2012,2012,2012,7.9
C,C1,0,2011,1,1,1,na,731,2011,2011,2011,10
C,C1,0,2011,1,1,1,na,732,2011,2011,2011,6.8
C,C1,0,2011,1,1,1,na,733,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,734,2011,2011,2011,5.7
C,C1,0,2011,1,1,1,na,735,2011,2011,2011,11
C,C1,0,2011,1,1,1,na,736,2011,2011,2011,10.6
C,C1,0,2011,1,1,1,na,737,2011,2011,2011,5.6
C,C1,0,2011,1,1,1,na,738,2011,2011,2011,7.5
C,C1,0,2011,1,1,1,na,739,2011,2011,2011,10.1
C,C1,0,2011,1,1,1,na,740,2011,2011,2011,11.3
C,C1,0,2011,1,1,1,na,741,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,742,2011,2011,2011,7.8
C,C1,0,2011,1,1,1,na,743,2011,2011,2011,5.4
C,C1,0,2011,1,1,1,na,744,2011,2011,2011,8.6
C,C1,0,2011,1,1,1,na,745,2011,2011,2011,7.3
C,C1,0,2011,1,1,1,na,746,2011,2011,2011,9.8
C,C1,0,2011,1,1,1,na,747,2011,2011,2011,9.1
C,C1,0,2011,1,1,1,na,748,2011,2011,2011,6.6
C,C1,0,2011,1,1,1,na,749,2011,2011,2011,5.3
C,C1,0,2011,1,1,1,na,750,2011,2011,2011,8.1
C,C1,0,2011,1,1,1,na,751,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,752,2011,2011,2011,10.3
C,C1,0,2011,1,1,1,na,753,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,754,2011,2011,2011,8.3
C,C1,0,2011,1,1,1,na,755,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,756,2011,2011,2011,8
C,C1,0,2011,1,1,1,na,757,2011,2011,2011,8.4
C,C1,0,2011,1,1,1,na,758,2011,2011,2011,9
C,C1,0,2011,1,1,1,na,759,2011,2011,2011,5.9
C,C1,0,2011,1,1,1,na,760,2011,2011,2011,6.4
C,C1,0,2011,1,1,1,na,761,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,762,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,763,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,764,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,765,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,766,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,767,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,768,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,769,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,770,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,771,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,772,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,773,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,774,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,775,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,776,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,777,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,778,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,779,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,780,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,781,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,782,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,783,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,784,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,785,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,786,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,787,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,788,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,789,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,790,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,791,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,792,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,793,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,794,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,795,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,796,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,797,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,798,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,799,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,800,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,801,2011,2011,2011,5.8
C,C1,0,2011,1,1,1,na,802,2011,2011,2011,13.7
C,C1,0,2011,1,1,1,na,803,2011,2011,2011,8.8
C,C1,0,2011,1,1,1,na,804,2011,2011,2011,7.4
C,C1,0,2011,1,1,1,na,805,2011,2011,2011,10.5
C,C1,0,2011,1,1,1,na,806,2011,2011,2011,6.9
C,C1,0,2011,1,1,1,na,807,2011,2011,2011,8.9
C,C1,0,2011,1,1,1,na,808,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,809,2011,2011,2011,9.6
C,C1,0,2011,1,1,1,na,810,2011,2011,2011,8.4
C,C1,0,2011,1,1,1,na,811,2011,2011,2011,8.8
C,C1,0,2011,1,1,1,na,812,2011,2011,2011,6.8
C,C1,0,2011,1,1,1,na,813,2011,2011,2011,10.3
C,C1,0,2011,1,1,1,na,814,2011,2011,2011,13.9
C,C1,0,2011,1,1,1,na,815,2011,2011,2011,8
C,C1,0,2011,1,1,1,na,816,2011,2011,2011,10.9
C,C1,0,2011,1,1,1,na,817,2011,2011,2011,9.4
C,C1,0,2011,1,1,1,na,818,2011,2011,2011,12.5
C,C1,0,2011,1,1,1,na,819,2011,2011,2011,7.5
C,C1,0,2011,1,1,1,na,820,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,821,2011,2011,2011,13.6
C,C1,0,2011,1,1,1,na,822,2011,2011,2011,7.8
C,C1,0,2011,1,1,1,na,823,2011,2011,2011,10.8
C,C1,0,2011,1,1,1,na,824,2011,2011,2011,9.1
C,C1,0,2011,1,1,1,na,825,2011,2011,2011,9.3
C,C1,0,2011,1,1,1,na,826,2011,2011,2011,8.7
C,C1,0,2011,1,1,1,na,827,2011,2011,2011,9.6
C,C1,0,2011,1,1,1,na,828,2011,2011,2011,7.1
C,C1,0,2011,1,1,1,na,829,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,830,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,831,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,832,2011,2011,2011,8.1
C,C1,0,2011,1,1,1,na,833,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,834,2011,2011,2011,7.1
C,C1,0,2011,1,1,1,na,835,2011,2011,2011,10.7
C,C1,0,2011,1,1,1,na,836,2011,2011,2011,10.3
C,C1,0,2011,1,1,1,na,837,2011,2011,2011,9.6
C,C1,0,2011,1,1,1,na,838,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,839,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,840,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,841,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,842,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,843,2011,2011,2011,NA
C,C1,0,2011,1,1,1,na,844,2011,2011,2011,7.5
C,C1,0,2011,1,1,1,na,845,2011,2011,2011,6.8
C,C1,0,2011,1,1,1,na,846,2011,2011,2011,9.2
C,C1,0,2011,1,1,1,na,847,2011,2011,2011,8.9
C,C1,0,2011,1,1,1,na,848,2011,2011,2011,6.5
C,C1,0,2011,1,1,1,na,849,2011,2011,2011,6.1
C,C1,0,2011,1,1,1,na,850,2011,2011,2011,9.4
C,C1,0,2011,1,1,1,na,851,2011,2011,2011,7.5
C,C1,0,2011,1,1,1,na,852,2011,2011,2011,6
C,C1,0,2011,1,1,1,na,853,2011,2011,2011,7.5
